ID,Pred
2022_3112_3246,0.4837409648380149
2022_3208_3246,0.5743888950034418
2022_3160_3246,0.3742912245398064
2022_3166_3246,0.2369797168652134
2022_3173_3246,0.12957594308209283
2022_3177_3246,0.18315703295035604
2022_3229_3246,0.008646221934557281
2022_3224_3246,1.9035651094487668e-5
2022_3230_3246,3.1719751770556466e-6
2022_3124_3246,0.5853117095332476
2022_3140_3246,0.5027441918321083
2022_3211_3246,0.42464254601973456
2022_3125_3246,0.07174440448337727
2022_3138_3246,0.11731964949470748
2022_3110_3246,7.803132134252898e-4
2022_3218_3246,0.005394042485506491
2022_3107_3246,8.375857686432676e-4
2022_3301_3416,0.8179214134353561
2022_3163_3416,1
2022_3231_3416,0.5807578522887624
2022_3328_3416,0.38457718199274477
2022_3323_3416,0.6121245010203153
2022_3246_3416,0.6158425916349936
2022_3243_3416,0.5451809106706514
2022_3196_3416,0.3492130621569645
2022_3343_3416,0.3087785456996082
2022_3269_3416,0.18056602517155412
2022_3237_3416,0.11838557805344604
2022_3150_3416,0.10770152326128359
2022_3273_3416,0.04168290331459498
2022_3255_3416,0.003775420747637299
2022_3291_3416,3.502719939524651e-4
2022_3390_3416,0.9384644196299322
2022_3400_3416,0.7760995046009438
2022_3261_3416,0.534401224121882
2022_3268_3416,0.6950425836809427
2022_3326_3416,0.3750584748685428
2022_3242_3416,0.53992665997266
2022_3210_3416,0.5614264317353908
2022_3116_3416,0.489326370354234
2022_3199_3416,0.33599035115538545
2022_3283_3416,0.3382165095325583
2022_3195_3416,0.1662407072663911
2022_3174_3416,0.0654998627014982
2022_3238_3416,0.037331152980130365
2022_3193_3416,0.02012641315474809
2022_3286_3416,0.019112466660921184
2022_3376_3416,0.9755715067513063
2022_3234_3416,0.4254569624634908
2022_3235_3416,0.516602481091953
2022_3112_3416,0.5942971217024213
2022_3314_3416,0.7186222838596333
2022_3208_3416,0.6836461440927825
2022_3160_3416,0.49367594153059763
2022_3274_3416,0.29645542002965936
2022_3378_3416,0.27086856976689744
2022_3166_3416,0.34568460611286694
2022_3173_3416,0.22466614779995822
2022_3177_3416,0.3072563337352969
2022_3372_3416,0.11230736506974046
2022_3229_3416,0.02821325054376476
2022_3224_3416,1.8458560739973201e-4
2022_3230_3416,5.451506021051291e-5
2022_3257_3416,0.76952312964905
2022_3124_3416,0.6753192354568707
2022_3276_3416,0.5497938612887618
2022_3397_3416,0.7229421116879494
2022_3332_3416,0.6731897970905053
2022_3140_3416,0.6069876390010998
2022_3279_3416,0.6935901385597484
2022_3304_3416,0.5078200760702846
2022_3211_3416,0.5443568470012733
2022_3377_3416,0.2906194814261688
2022_3125_3416,0.13975359281594937
2022_3138_3416,0.21510136314744044
2022_3110_3416,0.0040556308346159226
2022_3218_3416,0.01961244769960277
2022_3107_3416,0.004373625681312913
2022_3301_3450,0.8971812324452231
2022_3163_3450,1
2022_3231_3450,0.725580777250145
2022_3328_3450,0.4462586596690809
2022_3323_3450,0.768103673554477
2022_3246_3450,0.7689077355081878
2022_3416_3450,0.6452288154062953
2022_3243_3450,0.7140244005410619
2022_3196_3450,0.5158508138757574
2022_3343_3450,0.4491453891246439
2022_3269_3450,0.3043727176178249
2022_3237_3450,0.2156619796430948
2022_3150_3450,0.19321342453832901
2022_3273_3450,0.07789164567905772
2022_3255_3450,0.011884031633232942
2022_3291_3450,0.00121506172619689
2022_3390_3450,0.9739787935403721
2022_3400_3450,0.8698349635245763
2022_3261_3450,0.7289462058866668
2022_3268_3450,0.8248914985142133
2022_3439_3450,0.7049882921949349
2022_3326_3450,0.47867982830093236
2022_3428_3450,0.5766266495205356
2022_3242_3450,0.6794512162828698
2022_3210_3450,0.7022670879424675
2022_3116_3450,0.6498797748721817
2022_3199_3450,0.4948219470586458
2022_3283_3450,0.4957230577325937
2022_3195_3450,0.27566193690812407
2022_3174_3450,0.1384982893905441
2022_3238_3450,0.07354150207927415
2022_3193_3450,0.04812712882052847
2022_3286_3450,0.04709869994663084
2022_3376_3450,0.9911601136194403
2022_3234_3450,0.5512070449664966
2022_3235_3450,0.6401885806127355
2022_3112_3450,0.733166536385206
2022_3314_3450,0.8190725532296511
2022_3208_3450,0.8133920245929539
2022_3160_3450,0.643818975871556
2022_3274_3450,0.44679823227742915
2022_3378_3450,0.40251584323856276
2022_3166_3450,0.49486419765494155
2022_3173_3450,0.35048541164588415
2022_3177_3450,0.39912806051332794
2022_3372_3450,0.20359901289011387
2022_3424_3450,0.11034180060173561
2022_3426_3450,0.10529335869266995
2022_3229_3450,0.06092940061356271
2022_3224_3450,9.469485719907705e-4
2022_3230_3450,2.0580083585117087e-4
2022_3257_3450,0.8661889164466047
2022_3124_3450,0.7981849289158371
2022_3276_3450,0.7060051235319204
2022_3397_3450,0.8324013617980767
2022_3332_3450,0.7985409624634215
2022_3140_3450,0.7481644093767189
2022_3279_3450,0.8228313216787417
2022_3304_3450,0.6220086890684476
2022_3211_3450,0.6984718320070555
2022_3377_3450,0.43441625697615116
2022_3437_3450,0.32088002968190865
2022_3125_3450,0.23985279984602764
2022_3138_3450,0.32690555605962873
2022_3110_3450,0.011194926516357975
2022_3218_3450,0.045092521051681066
2022_3107_3450,0.012017868331801714
2022_3163_3243,1
2022_3231_3243,0.5445361926173339
2022_3196_3243,0.2909672161077102
2022_3237_3243,0.08044098261346312
2022_3150_3243,0.06566909775547651
2022_3242_3243,0.4788092710876443
2022_3210_3243,0.5102841881319051
2022_3116_3243,0.44244317034065034
2022_3199_3243,0.2758585549541819
2022_3195_3243,0.12412929856189012
2022_3174_3243,0.03745256794528514
2022_3238_3243,0.018432317921823208
2022_3193_3243,0.009167588513743613
2022_3234_3243,0.37930446777437093
2022_3235_3243,0.4749377680183207
2022_3112_3243,0.5571892499542063
2022_3208_3243,0.6454721166605809
2022_3160_3243,0.44436679610257274
2022_3166_3243,0.2953530421301147
2022_3173_3243,0.16858147749714117
2022_3177_3243,0.22629929476243174
2022_3229_3243,0.012899768776383115
2022_3224_3243,3.556582610987104e-5
2022_3230_3243,5.5785656646589825e-6
2022_3124_3243,0.6577376987648842
2022_3140_3243,0.5773633556213904
2022_3211_3243,0.497355086900286
2022_3125_3243,0.09754608247002788
2022_3138_3243,0.152113035850605
2022_3110_3243,0.0012696442815849352
2022_3218_3243,0.008196254675745075
2022_3107_3243,0.0013561183031511753
2022_3163_3196,1
2022_3150_3196,0.16869271620861548
2022_3116_3196,0.648832207767966
2022_3195_3196,0.2640718564501161
2022_3174_3196,0.11512151360288018
2022_3193_3196,0.03687470290380655
2022_3112_3196,0.7408913345809451
2022_3160_3196,0.6450009383732094
2022_3166_3196,0.4915733711022232
2022_3173_3196,0.3332136093638813
2022_3177_3196,0.38718238892792284
2022_3124_3196,0.8138372888998913
2022_3140_3196,0.7580736085822003
2022_3125_3196,0.2229698475060721
2022_3138_3196,0.30576128324583457
2022_3110_3196,0.007273503204866932
2022_3107_3196,0.007743888380231596
2022_3301_3343,0.919005936318508
2022_3163_3343,1
2022_3231_3343,0.762391765527704
2022_3328_3343,0.5415898079071043
2022_3323_3343,0.793861669198281
2022_3246_3343,0.795754345572293
2022_3243_3343,0.7424222083226991
2022_3196_3343,0.5551737137646675
2022_3269_3343,0.3449552357067422
2022_3237_3343,0.2510763972042588
2022_3150_3343,0.23041625862336335
2022_3273_3343,0.10413349854424397
2022_3255_3343,0.01575346036171616
2022_3291_3343,0.0019074641613449164
2022_3261_3343,0.7444732300876197
2022_3268_3343,0.8493769802935213
2022_3326_3343,0.5517762101798681
2022_3242_3343,0.7247162362359728
2022_3210_3343,0.7440720537980945
2022_3116_3343,0.6884522584133462
2022_3199_3343,0.537775772035545
2022_3283_3343,0.5395037167253601
2022_3195_3343,0.31971232472639405
2022_3174_3343,0.1624039961070321
2022_3238_3343,0.09680251864234155
2022_3193_3343,0.0615302602927201
2022_3286_3343,0.059639673992082066
2022_3234_3343,0.6120437707927104
2022_3235_3343,0.6965030772137362
2022_3112_3343,0.7713009083112987
2022_3314_3343,0.8551297879030384
2022_3208_3343,0.8404630040302996
2022_3160_3343,0.6877154284846342
2022_3274_3343,0.4916260504050591
2022_3166_3343,0.5431003634914962
2022_3173_3343,0.39894288611901135
2022_3177_3343,0.47512199155678203
2022_3229_3343,0.07904946927650987
2022_3224_3343,0.0012693500663853196
2022_3230_3343,3.5953727724747844e-4
2022_3257_3343,0.8916056595675684
2022_3124_3343,0.8307211742351902
2022_3276_3343,0.7406379714375784
2022_3332_3343,0.8301909261872759
2022_3140_3343,0.7829592067634042
2022_3279_3343,0.848040331952744
2022_3304_3343,0.6845233905831504
2022_3211_3343,0.7350392878164766
2022_3125_3343,0.28101670083738006
2022_3138_3343,0.38079435593131705
2022_3110_3343,0.01581265560186686
2022_3218_3343,0.05912394952888362
2022_3107_3343,0.016889600614461275
2022_3163_3269,1
2022_3231_3269,0.8749418222670032
2022_3246_3269,0.9004579134775083
2022_3243_3269,0.86707551521264
2022_3196_3269,0.714663200219976
2022_3237_3269,0.38872964690861816
2022_3150_3269,0.3510817029285163
2022_3255_3269,0.03488518567037912
2022_3261_3269,0.8826252466532223
2022_3268_3269,0.9322896790746603
2022_3242_3269,0.8393531294603366
2022_3210_3269,0.8568833262075864
2022_3116_3269,0.8231496175725205
2022_3199_3269,0.6948902732535518
2022_3195_3269,0.4676432199242989
2022_3174_3269,0.2744521921471201
2022_3238_3269,0.16298206337934334
2022_3193_3269,0.11662966208238361
2022_3234_3269,0.7461928144368503
2022_3235_3269,0.8154828075340136
2022_3112_3269,0.8791906796838773
2022_3208_3269,0.9247535698159524
2022_3160_3269,0.8176921109305191
2022_3166_3269,0.6980848825412886
2022_3173_3269,0.5493479398121434
2022_3177_3269,0.5892825181723488
2022_3229_3269,0.13938265400319813
2022_3224_3269,0.003824660603955029
2022_3230_3269,8.321400391732171e-4
2022_3257_3269,0.9531358882066997
2022_3124_3269,0.9192919525739446
2022_3140_3269,0.8897360398822606
2022_3211_3269,0.8559208399349605
2022_3125_3269,0.41973511070591196
2022_3138_3269,0.5175233223032503
2022_3110_3269,0.03305795675966878
2022_3218_3269,0.1082226205853056
2022_3107_3269,0.03496059326506874
2022_3163_3237,1
2022_3231_3237,0.9228160506147476
2022_3196_3237,0.8033629339152593
2022_3150_3237,0.45928969354429583
2022_3210_3237,0.909594778522983
2022_3116_3237,0.8863441582815792
2022_3199_3237,0.7860612179500083
2022_3195_3237,0.5767597057253377
2022_3174_3237,0.37952105211811216
2022_3193_3237,0.18256492385847345
2022_3234_3237,0.8209654653294739
2022_3235_3237,0.8757440502673497
2022_3112_3237,0.9254066319973653
2022_3208_3237,0.9570105918577754
2022_3160_3237,0.8810316014096904
2022_3166_3237,0.7862415896071688
2022_3173_3237,0.6553400661011665
2022_3177_3237,0.6821166547593022
2022_3229_3237,0.21112589660457573
2022_3224_3237,0.009199298485223327
2022_3230_3237,0.002142106471774825
2022_3124_3237,0.9523358229121576
2022_3140_3237,0.9330239793390569
2022_3211_3237,0.9100836205734957
2022_3125_3237,0.5296685787246969
2022_3138_3237,0.623268116423052
2022_3110_3237,0.060203383674366596
2022_3218_3237,0.17036755055534736
2022_3107_3237,0.06336626757615334
2022_3116_3150,0.9014199098894712
2022_3112_3150,0.9331814657401618
2022_3124_3150,0.9563284240546128
2022_3140_3150,0.9405486315394382
2022_3125_3150,0.5641093715730287
2022_3138_3150,0.6503149684017379
2022_3110_3150,0.07683337778368197
2022_3107_3150,0.08103890552893993
2022_3163_3273,1
2022_3231_3273,0.9764592483810304
2022_3246_3273,0.9866929105165844
2022_3243_3273,0.9808959697753681
2022_3196_3273,0.9381105920544457
2022_3269_3273,0.8331734073793976
2022_3237_3273,0.757074612245303
2022_3150_3273,0.7299579052401087
2022_3255_3273,0.2648720218435791
2022_3261_3273,0.986060185919746
2022_3268_3273,0.9908845250039366
2022_3242_3273,0.9673579221222512
2022_3210_3273,0.9718608568302367
2022_3116_3273,0.9657012340533606
2022_3199_3273,0.9280759313455609
2022_3195_3273,0.7938185413087614
2022_3174_3273,0.6867708501529745
2022_3238_3273,0.4921054516917542
2022_3193_3273,0.4492873857999517
2022_3234_3273,0.9173744268675819
2022_3235_3273,0.9460607563204836
2022_3112_3273,0.9766157107217122
2022_3208_3273,0.9897735528662586
2022_3160_3273,0.9606566415199067
2022_3166_3273,0.9175529383265083
2022_3173_3273,0.8516454629212462
2022_3177_3273,0.8345666273711481
2022_3229_3273,0.479467249294382
2022_3224_3273,0.08595413011319905
2022_3230_3273,0.026984559127528774
2022_3257_3273,0.9920053943193903
2022_3124_3273,0.9845968003606126
2022_3140_3273,0.9796132291593186
2022_3211_3273,0.9744223971418847
2022_3125_3273,0.7682556726772882
2022_3138_3273,0.8278582637312609
2022_3110_3273,0.22825065661017102
2022_3218_3273,0.4310920617706657
2022_3107_3273,0.23872922232286567
2022_3163_3255,1
2022_3231_3255,0.9984781680557897
2022_3246_3255,0.9993062662622216
2022_3243_3255,0.9988552432739051
2022_3196_3255,0.9927189513859425
2022_3237_3255,0.9353384292405573
2022_3150_3255,0.9127812869831112
2022_3242_3255,0.996839223182499
2022_3210_3255,0.9976847911034199
2022_3116_3255,0.9972307144151319
2022_3199_3255,0.9905368762872228
2022_3195_3255,0.9526031838666271
2022_3174_3255,0.8952017450198885
2022_3238_3255,0.746513133476175
2022_3193_3255,0.718437691212012
2022_3234_3255,0.9891094089576974
2022_3235_3255,0.9943478995242102
2022_3112_3255,0.9984470534331309
2022_3208_3255,0.9994948102025725
2022_3160_3255,0.9964372677383048
2022_3166_3255,0.9892846825534348
2022_3173_3255,0.9693879518844651
2022_3177_3255,0.9542247284163687
2022_3229_3255,0.7337478354476762
2022_3224_3255,0.22423776753878497
2022_3230_3255,0.06496439730805122
2022_3124_3255,0.9992748343718699
2022_3140_3255,0.9988317851132463
2022_3211_3255,0.9981431852119558
2022_3125_3255,0.9392866067474427
2022_3138_3255,0.9568322235827054
2022_3110_3255,0.448515152108661
2022_3218_3255,0.685942806004028
2022_3107_3255,0.459593516036298
2022_3163_3291,1
2022_3231_3291,0.9998872372333094
2022_3246_3291,0.9999648235639584
2022_3243_3291,0.9999390887149852
2022_3196_3291,0.9994145648556828
2022_3269_3291,0.9955545992995705
2022_3237_3291,0.9900400083511636
2022_3150_3291,0.9854190961012653
2022_3273_3291,0.9253733881024421
2022_3255_3291,0.8242694967954222
2022_3261_3291,0.999980151044413
2022_3268_3291,0.999980487703009
2022_3242_3291,0.9997388757755491
2022_3210_3291,0.9998170035199668
2022_3116_3291,0.9997936764779968
2022_3199_3291,0.9991546515153404
2022_3283_3291,0.9991287577663074
2022_3195_3291,0.992608434511506
2022_3174_3291,0.9832471401442974
2022_3238_3291,0.9295238922356707
2022_3193_3291,0.9252021945415702
2022_3286_3291,0.929360327833609
2022_3234_3291,0.9984781912986276
2022_3235_3291,0.999295830107396
2022_3112_3291,0.9998801481722807
2022_3208_3291,0.9999729797935054
2022_3160_3291,0.9996951304655951
2022_3274_3291,0.9985914280340289
2022_3166_3291,0.998846229553242
2022_3173_3291,0.995976060176786
2022_3177_3291,0.9912896520657777
2022_3229_3291,0.929305769249177
2022_3224_3291,0.5938927734584089
2022_3230_3291,0.28967699137408587
2022_3257_3291,0.9999800073019465
2022_3124_3291,0.9999447084238274
2022_3276_3291,0.9998916331518143
2022_3140_3291,0.9999150469793734
2022_3279_3291,0.999979063530352
2022_3211_3291,0.9998721562178335
2022_3125_3291,0.9902642289191196
2022_3138_3291,0.9935519179303602
2022_3110_3291,0.7743577392403229
2022_3218_3291,0.9112342128986072
2022_3107_3291,0.784188054872389
2022_3301_3390,0.28547653686635366
2022_3163_3390,1
2022_3231_3390,0.08542266603111218
2022_3328_3390,0.0648576839762618
2022_3323_3390,0.08508473946790214
2022_3246_3390,0.0869458121961693
2022_3243_3390,0.059177618109491105
2022_3196_3390,0.020715409890068353
2022_3343_3390,0.020023273991579747
2022_3269_3390,0.005630603812622459
2022_3237_3390,0.0025342070109540685
2022_3150_3390,0.0022755113850923066
2022_3273_3390,5.70395699317537e-4
2022_3255_3390,6.14514637645798e-6
2022_3291_3390,2.4851957424773956e-7
2022_3261_3390,0.04601505106621867
2022_3268_3390,0.13459602646217744
2022_3326_3390,0.044029025556747606
2022_3242_3390,0.07422991003540874
2022_3210_3390,0.08084524871765196
2022_3116_3390,0.050873824494834796
2022_3199_3390,0.02017626116198457
2022_3283_3390,0.02065499663243595
2022_3195_3390,0.005569156999240642
2022_3174_3390,7.02772423035358e-4
2022_3238_3390,4.407314106605234e-4
2022_3193_3390,1.128409981062832e-4
2022_3286_3390,9.324996070550045e-5
2022_3376_3390,0.6695764110650689
2022_3234_3390,0.05068821712284113
2022_3235_3390,0.08009195987282222
2022_3112_3390,0.09412652145513858
2022_3314_3390,0.18853373621027109
2022_3208_3390,0.12958192329092363
2022_3160_3390,0.05683310915938572
2022_3274_3390,0.016006105905957156
2022_3378_3390,0.015270563773949246
2022_3166_3390,0.024513126939993735
2022_3173_3390,0.009884875838020482
2022_3177_3390,0.02976377827959059
2022_3372_3390,0.0024183746696296387
2022_3229_3390,2.2892903010824427e-4
2022_3224_3390,4.445381509771683e-8
2022_3230_3390,1.914016848015995e-8
2022_3257_3390,0.21875617363197605
2022_3124_3390,0.14060658815319388
2022_3276_3390,0.06922803425732857
2022_3332_3390,0.1343130525021515
2022_3140_3390,0.09698629798354422
2022_3279_3390,0.13336963151073997
2022_3304_3390,0.08075320754290785
2022_3211_3390,0.06772363166782033
2022_3377_3390,0.016506997656620823
2022_3125_3390,0.0038712723900132693
2022_3138_3390,0.01012818661153891
2022_3110_3390,9.916205366188754e-6
2022_3218_3390,1.1864764139730047e-4
2022_3107_3390,1.0896697531640736e-5
2022_3301_3400,0.5597098539581299
2022_3163_3400,1
2022_3231_3400,0.2827042942554873
2022_3328_3400,0.18984162916492542
2022_3323_3400,0.29631139102621373
2022_3246_3400,0.30230384121560366
2022_3243_3400,0.23981165499259144
2022_3196_3400,0.11797653455285735
2022_3343_3400,0.10477704153391797
2022_3269_3400,0.045686963329324815
2022_3237_3400,0.02543320986853511
2022_3150_3400,0.02349535962841208
2022_3273_3400,0.007617588921324197
2022_3255_3400,2.905435884619575e-4
2022_3291_3400,1.9668169952319936e-5
2022_3390_3400,0.7736792577992962
2022_3261_3400,0.21341209982241105
2022_3268_3400,0.3852992958146078
2022_3326_3400,0.16134362450279646
2022_3242_3400,0.25759788818703616
2022_3210_3400,0.27214133591614675
2022_3116_3400,0.20727513106170892
2022_3199_3400,0.11361139436063074
2022_3283_3400,0.11548115874875227
2022_3195_3400,0.04239968544929077
2022_3174_3400,0.010820225280637629
2022_3238_3400,0.006272701663538167
2022_3193_3400,0.002495860931849126
2022_3286_3400,0.0022876742454364138
2022_3376_3400,0.8799418581277664
2022_3234_3400,0.18315665760970798
2022_3235_3400,0.24969346255487607
2022_3112_3400,0.2978297364724006
2022_3314_3400,0.4393078279039451
2022_3208_3400,0.37720066166774413
2022_3160_3400,0.21667044257470908
2022_3274_3400,0.0948419924156686
2022_3378_3400,0.08743501768023292
2022_3166_3400,0.12240392473534856
2022_3173_3400,0.06566033477721292
2022_3177_3400,0.12376797319712837
2022_3372_3400,0.024119922404154937
2022_3229_3400,0.004119721962211751
2022_3224_3400,6.453796292278961e-6
2022_3230_3400,2.433775279551807e-6
2022_3257_3400,0.48946277249914566
2022_3124_3400,0.3761734763828098
2022_3276_3400,0.2513924715476574
2022_3397_3400,0.4330745897558191
2022_3332_3400,0.37267615331250437
2022_3140_3400,0.3051731001106374
2022_3279_3400,0.38548401702492696
2022_3304_3400,0.2503059493790877
2022_3211_3400,0.2497456698955329
2022_3377_3400,0.09369298569583367
2022_3125_3400,0.03327955403677382
2022_3138_3400,0.06505151230895169
2022_3110_3400,3.6194491278056815e-4
2022_3218_3400,0.0025542580428519076
2022_3107_3400,3.96127718354394e-4
2022_3163_3261,1
2022_3231_3261,0.5550430286647239
2022_3246_3261,0.5641622722633807
2022_3243_3261,0.483491404516411
2022_3196_3261,0.26907612898259087
2022_3237_3261,0.0680009490750155
2022_3150_3261,0.052253495444480096
2022_3255_3261,4.918460822072278e-4
2022_3242_3261,0.47752066468814103
2022_3210_3261,0.5142573891102588
2022_3116_3261,0.4381325869356051
2022_3199_3261,0.2566957703317991
2022_3195_3261,0.11638618287763695
2022_3174_3261,0.02619317374410012
2022_3238_3261,0.013957396605507637
2022_3193_3261,0.005860654368212272
2022_3234_3261,0.4062679778742284
2022_3235_3261,0.5080362461571531
2022_3112_3261,0.5706874857053962
2022_3208_3261,0.6455990947294684
2022_3160_3261,0.4472003213797129
2022_3166_3261,0.2927266006621581
2022_3173_3261,0.1553365617341384
2022_3177_3261,0.23045816907184344
2022_3229_3261,0.008658767883128006
2022_3224_3261,9.106586324392902e-6
2022_3230_3261,1.259553880124036e-6
